video_id,title,published_at,channel,view_count,like_count,comment_count,duration,platform
jF15hKkIxCg,BHULO MAT 🙌 #physicswallah #biharboard #biharboardexam #viral #shorts,2026-04-13T16:09:47Z,Edu Bihar,4995,214,10,PT54S,youtube
TBtBdpIR5QQ,Wait for end ❤️😜 #shorts # #thebnbrothers #funny #viral,2026-04-13T14:55:01Z,The BN Brothers,143406,0,1,PT30S,youtube
uxHYlL7gBrk,😱दीदी का फालतू कारनामा🤯Seed Remover Tool ~New Viral Gadgets Smart Appliances #gadgets #viral #shorts,2026-04-11T04:15:03Z,Unik Pranali ,5807450,26485,3,PT16S,youtube
exPua8dJaX4,🤣Wait for end twist😂❗️#shorts #trending #viral #funny #comedy #reels,2025-06-20T12:59:51Z,GOWTHAM INDHU OFFICIAL ,10264655,90829,596,PT13S,youtube
dMepzuxbPBw,How To Viral Short Video On YouTube | shorts viral kaise kare  🔥 #shorts,2023-07-01T04:00:18Z,Uday Pandey,14982950,0,8534,PT28S,youtube
D-gLezMm5zQ,"""Math Teacher vs Heavy Rain 🌧️📚"" ||#shorts #viralshorts #ai",2025-09-03T04:25:39Z,Gen-Z Bandar,167055998,0,908,PT9S,youtube
MHP5UwpQrI8,Lekin Mai Abhi Mara Nahi 🔥 in kurulus #viral #shorts #islamic #kurulusosman,2026-04-13T04:00:31Z,Orhan5.0,48565,2837,1,PT55S,youtube
ipTDoMfp2pQ,The Energy of Sudanese Kirang Dance#viral #viralshort #viralvideo #viralshorts #video,2025-08-17T17:36:53Z,Nyiguay Daily HG,6910339,74490,553,PT16S,youtube
StmwC5gC_mI,ମୁଁ କିଣିଲି Aryas Evco ରୁ ev auto #viral #trending #shorts #ytshorts #viralvideo #comedy #viralshorts,2026-04-11T06:02:01Z,Manke Comedy,673924,15428,79,PT2M58S,youtube
284i2fB4I58,Loker kaise open hoga😱😱🔥🔥 #viral #shorts #viralvideos #shorts #youtubeshorts #youtube,2026-04-11T13:30:24Z,Darshika and Mamma vlogs,2393460,11180,4,PT14S,youtube
8Zp5UyBj_dY,MT15 bike girls 🙈👀 #mt15 #love #viralvideo #bikelover #shortvideo #shorts #short #viral #mt15lover,2026-04-04T00:34:12Z,ARSAD JH,2333073,16969,47,PT15S,youtube
QCCEPPscCRY,New Shorts VIRAL TRICK🤯💥 (100% WORKING) #shorts,2024-03-25T18:00:21Z,Digital Raj,2472388,0,1463,PT37S,youtube
YbwwNbcLLJw,Rudra ne asa kese kiya 😱 wait for end #shorts #viral #funnyvideo #viralshort,2025-10-18T04:41:02Z,Jagdish Comedian,9620102,42855,13,PT12S,youtube
2JlGRnyZdKU,Passed or Fail? 🤔 #shorts #trend #viral,2025-06-20T08:57:44Z,The Savage Siblings,106965961,809198,5989,PT13S,youtube
heI4DLab-l8,School jane ke maje maje ❤️😂📚#trending #shortsviral #shorts #school #students #viral,2024-07-13T05:33:14Z,nishi tiwari ,105519540,1771783,9100,PT14S,youtube
S6wsFxc58v8,Annu or papa kisse dar gaye 😱😂 #viral #shorts #shortsvirals #cutebaby #trending #viralshort,2026-04-08T13:02:21Z,JAKIRUL20MShort,9396568,36949,5,PT8S,youtube
OHpOvORemVo,short video viral tips and tricks 2025 🔥 short viral kaise kare |how to viral short video on youtube,2025-05-30T12:40:54Z,The Free Trick,3128537,76965,3631,PT52S,youtube
rRFtRrYFzg4,As a habit 😜 funny couple 🤣 #shorts #viral #comedy,2024-12-23T05:13:21Z,SG Funny Family,31755696,397119,0,PT15S,youtube
EdBcndqqdJA,Kurta set #viral #short #shorts #viralvideo #viralshorts #shortvideo #youtubeshorts #ytshorts #vlog,2026-04-12T07:56:50Z,Poojaga Vlogs,9009,0,0,PT32S,youtube
753HeVgU_-k,Kurta set #viral #short #shorts #viralvideo #viralshorts #shortvideo #youtubeshorts #ytshorts #vlog,2026-04-13T05:19:15Z,Poojaga Vlogs,66738,0,0,PT23S,youtube
eyKbCnI7hhM,Things That Made My Life Easier ✨ #amazing #creative #viral #shorts,2026-04-04T05:00:38Z,Xiaosanxing,13878220,74789,25,PT29S,youtube
JEVZGGqYLGk,ILE JEST TYCH BRAINROTÓW PT.2 😱😱😱 #roblox #viral #shorts,2026-04-13T16:25:29Z,BekonRoblox,7392,113,7,PT14S,youtube
W4gSnMti3tw,Ganne Ka joosh😂#cutebaby #anaya #viral #shorts #shortsfeed #tiktokvideo,2026-04-09T14:31:49Z,Short hr karan,4213887,26039,11,PT39S,youtube
TQxvjrzEp8Y,Ee Uyyiii 🔥🤩💃 2026 dance trend |#dailyshorts#viral #shorts #dance,2026-04-05T09:04:31Z,Bakwaas Reels Wala,636234,4975,33,PT13S,youtube
zU_Q74lMseE,Kaisa Laga Mera Style 😳 #neetubisht #funny #lakhneet #comedy #youtubeshorts #trending #viral,2025-05-31T12:31:18Z,Neetu Bisht,126415789,861382,1178,PT15S,youtube
WUvvTmWWIa4,Baby girl dancing with cat 🐈 💃🤣🤪 #shorts #viral #funny #shortsviral,2025-06-08T14:10:01Z,Misti Happy Lifestyle Games & Shorts,40627934,0,42,PT5S,youtube
Rn8Dy7NvFyg,😂😀😂 Pranesh Diwali Alaparai #shortvideo #praneshcomedy #viralshort @SonAndDadOfficial,2024-10-30T11:00:37Z,Son And Dad,45980052,642979,569,PT37S,youtube
3QtKh9Cigb0,she's ignored him 🤯🤔‼️😥#youtube #explore #love #viral #trending #shorts,2025-10-14T17:09:00Z,Arvi 🖤,4226394,17779,122,PT12S,youtube
0LAe4etu1hw,Indian Biscuits Fact 😂 | Viral Comedy Video| Funny Whatsapp Status #priyalkukreja #shorts #ytshorts,2021-09-12T04:30:01Z,Priyal Kukreja,131501866,2046734,7225,PT13S,youtube
9WsL0k7h3Q8,Abe dekh k to jaa funny viral TikTok reel🤣🤪 #shorts #funny #comedy #ytshorts,2022-07-06T01:15:00Z,Vlogger Ayaan,101110145,0,600,PT12S,youtube
FygBPhhVQms,Churi 😍| #love #funny #comedy #food #youtubeshorts #chocolate #shorts #short #trending #viral,2026-04-07T06:56:01Z,Abhijeet Singhania,7476266,27790,9,PT11S,youtube
AUNlVzKf7QQ,ऐसी पत्नी किसी को ना दें #ruptaravlogs #funny #comedy #funnyvideo #reel #reels #viral #shortvideos,2025-08-29T08:04:27Z,Ruptara Vlogs,26434108,203412,435,PT19S,youtube
0AJfryjihdA,Best viral and amazing gadgets short videos | Smart home gadgets 2024 #gadgets #reels #viral #shorts,2024-10-19T03:42:52Z,Smart home gadgets 2.0,206517978,0,5261,PT13S,youtube
A_Q2qpbHrqo,"It is 9,999,999$ sir😱🤑 #shorts #funny #viral",2023-03-25T10:00:05Z,CuRe 구래,477422105,11116591,25149,PT30S,youtube
yvk8FoT02Jc,Wait for last #shorts #viralshorts #trending #thimingalam #whatsappstatus,2025-08-08T12:30:59Z,Thimingalam ,253721141,1946281,391,PT58S,youtube
ay99J4tUUu0,😂😂#shorts #youtubeshorts #trending #viralvideo #viral #comedy,2022-10-23T12:39:26Z,Rocking fun with Nadeem,299214923,3391796,7122,PT16S,youtube
yvsakACrFJY,Pareshan karne wale bacche 🤣 #Shorts #Viral #comedy,2026-04-05T06:12:36Z,The Thoughtful Girl,10171751,55778,54,PT38S,youtube
HM9GIyGDtEk,#comedy #funny #shorts #reels #trending #viralshorts #video,2025-04-26T13:05:55Z,Comedy team,241224975,977328,941,PT15S,youtube
Wn1dnpoTWRI,funny video 🤪//comedy video//#shorts #emotional #fun #funny #comedy #entertainment #viral,2023-05-19T00:43:30Z,Vloger Priya Priyanshu,236169083,4109209,11367,PT22S,youtube
MYQs-6CGsfA,ya Dil aashikana #comedy #shorts #trending #viral #fun #viralshorts #youtubeshorts #video,2026-04-10T01:06:04Z,Jay Comedy,588579,2415,1,PT13S,youtube
08Sb9MNf84A,👹कहाँ छुप गया 😱#Mkstudiovlog #story #gift #emosnal #viral #shorts,2026-04-06T15:18:23Z,Mk Studio Vlog,15720657,93996,43,PT39S,youtube
MO4OKdsh0Wo,New fashion trick unlocked..😂 #shorts #trending #relatable #reels #fyp #viral #shortfeed #fashion,2025-10-03T14:30:26Z,Armink World 💜 ,122607915,623971,1858,PT8S,youtube
D2vuw-XfLz8,bolo tara ra ra 🤣🤩😁😂😱#funny #viral #shorts,2026-04-13T14:34:57Z,Shiv Charcha,206209,1043,2,PT21S,youtube
TzOuBWB4buM,267 Sqyds Triplex Villa Forsale In Gated Community Hyderabad #trending #viral #shorts #reels #short,2026-04-13T04:00:26Z,My Properties,1747,16,1,PT57S,youtube
ccXTMANRHJQ,Biwi Ne Bachaya 😳😍 #shorts #trendingshorts #comedy #food #funny #viral #sandeepbhatt,2024-10-15T08:25:46Z,Sandeep Bhatt Vlogs,51582136,865829,3042,PT38S,youtube
3J39VV5FdSc,Pyar me dhokha 🥺💔 | Sona | Amit | #trending #viral #shorts #broken,2026-04-13T08:31:11Z,As Sona 🔱,28727,1564,26,PT1M,youtube
QsgzyXa6o6o,How Viral Videos Are Made 📸,2022-04-29T02:00:04Z,Alan's Universe,147245854,4755716,8210,PT26S,youtube
2p9ojDumcI4,తప్పదు మరేం చేస్తాం 😒 #shorts #youtubeshorts #shortvideo #trending #viral #vlog #patternsandmerino,2026-04-12T05:00:02Z,patternsandmerino,348506,5654,56,PT59S,youtube
VkVMIjvp2U8,Sipariş için instagram💕 #keşfet #keşfetteyiz #öneçıkar #trend #viral #shorts #youtubeshort #makeup,2026-04-12T17:26:06Z,VenisaBeautyBox,4802,56,2,PT51S,youtube
B6k0P983ihI,Bhojpuri Language🥴😂 #youtubeshorts #shorts #viral,2026-04-05T15:32:47Z,Chotanawab,2671370,49754,289,PT11S,youtube
7uvNG8SIVIA,Tag your partner 🤣🤣 #trending #fyp #diyafavas #viral #shorts #short #comedy #funny,2026-02-19T13:17:13Z,diyafavas_official,11310263,125706,286,PT18S,youtube
